Index	Date	Time	Duration	SAMPLE	TYPE	CORE	Mo	Zr	Sr	U	Rb	Th	Pb	Au	Se	As	Hg	Zn	W	Cu	Ni	Co	Fe	Mn	Cr	V	Ti	Sc	Ca	K	S	Nd	Pr	Ce	La	Ba	Sb	Sn	Cd	Pd	Ag	Bal	Nb	Y	Bi	Re	Ta	Hf	Al	P	Si	Cl	Mg	Cs	Te
423	22/11/2019	13:58:00	121.83	apa2001-086.36-1	S	APA2001	<LOD	133.07	34.73	<LOD	36.10	<LOD	28.73	<LOD	<LOD	<LOD	<LOD	<LOD	1404.38	503.40	922.01	<LOD	6952.99	<LOD	11.98	5.80	53.55	1.85	<LOD	1057.00	4442.04	526.23	331.93	278.11	257.68	1517.11	173.72	80.38	51.68	20.86	<LOD	928384.38	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1800.00	36568.80	6152.05	<LOD	456.28	206.55
424	22/11/2019	14:01:00	121.57	apa2001-086.36-2	D	APA2001	<LOD	209.60	41.83	<LOD	38.90	24.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1598.91	642.07	1177.14	<LOD	6928.74	<LOD	12.87	5.65	78.09	1.52	<LOD	11833.11	4905.75	732.64	469.02	236.57	323.35	1678.29	164.59	66.65	84.26	17.25	<LOD	932688.63	9.60	2.26	<LOD	<LOD	<LOD	<LOD	<LOD	2475.72	26039.91	7857.61	<LOD	481.57	205.01
425	22/11/2019	14:09:00	122.3	apa2001-087.53-1	S	APA2001	<LOD	133.52	34.63	<LOD	36.90	<LOD	17.53	<LOD	<LOD	<LOD	<LOD	<LOD	1705.12	577.17	1348.25	<LOD	9203.62	<LOD	12.01	5.13	48.34	2.69	1389.74	13850.98	6308.80	598.45	396.11	276.22	274.87	1594.53	165.86	61.71	65.99	17.08	<LOD	927797.63	<LOD	1.89	<LOD	<LOD	<LOD	<LOD	<LOD	2420.69	23414.14	9237.72	<LOD	441.56	191.13
426	22/11/2019	14:12:00	122.62	apa2001-087.53-2	D	APA2001	<LOD	136.82	35.18	<LOD	38.76	<LOD	<LOD	<LOD	<LOD	17.08	<LOD	<LOD	1656.66	521.41	1253.77	<LOD	8582.73	<LOD	12.63	4.16	46.38	2.02	1137.28	11467.76	5436.62	390.39	340.18	236.14	326.98	1699.93	195.36	128.45	66.50	<LOD	<LOD	938731.94	9.17	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2189.48	18622.60	7771.85	<LOD	480.19	198.51
427	22/11/2019	14:16:00	121.97	apa2001-088.00-1	S	APA2001	<LOD	125.34	24.56	2.16	12.74	19.07	23.88	<LOD	<LOD	20.38	<LOD	<LOD	2235.32	925.90	1929.87	408.25	24964.10	<LOD	15.88	3.77	41.16	2.49	1661.51	10149.65	8478.07	661.93	437.10	351.00	<LOD	1217.77	179.74	81.26	68.65	26.34	<LOD	912527.31	<LOD	2.17	<LOD	<LOD	<LOD	<LOD	<LOD	2480.31	21249.80	10708.61	<LOD	496.98	265.15
428	22/11/2019	14:22:00	120.98	apa2001-088.00-2	D	APA2001	<LOD	137.91	23.29	<LOD	18.25	<LOD	22.95	<LOD	<LOD	<LOD	<LOD	<LOD	1880.46	681.10	1593.83	345.08	19200.01	<LOD	14.34	3.43	82.68	3.39	32.48	10276.28	7959.56	1166.73	805.63	444.60	459.68	1396.54	200.67	95.71	66.11	<LOD	<LOD	919852.13	14.58	1.75	<LOD	<LOD	<LOD	<LOD	<LOD	2580.03	20285.90	9806.00	<LOD	543.79	233.96
429	22/11/2019	14:27:00	121.77	apa2001-088.20-1	S	APA2001	<LOD	113.44	32.13	<LOD	30.65	<LOD	19.39	<LOD	<LOD	<LOD	<LOD	<LOD	1684.87	634.32	1293.22	<LOD	10336.18	<LOD	13.25	6.49	44.63	2.76	<LOD	11987.50	7322.59	872.05	465.04	536.65	466.67	1690.42	184.81	101.25	54.58	18.95	<LOD	930326.31	7.22	1.72	<LOD	<LOD	<LOD	<LOD	<LOD	2534.13	20214.59	9029.04	<LOD	538.67	239.18
430	22/11/2019	14:30:00	122.08	apa2001-088.20-2	D	APA2001	<LOD	134.80	26.36	1.67	28.23	<LOD	27.22	<LOD	<LOD	<LOD	<LOD	<LOD	1718.24	606.15	1386.27	<LOD	9195.67	<LOD	11.86	4.57	50.36	1.80	<LOD	10493.44	5380.08	929.31	525.31	277.04	256.32	1587.20	184.55	127.13	40.65	27.63	<LOD	938301.25	8.02	1.73	<LOD	<LOD	<LOD	<LOD	<LOD	1985.31	18837.95	8054.66	<LOD	541.39	226.20
431	22/11/2019	14:34:00	121.34	apa2001-088.90-1	S	APA2001	<LOD	171.65	29.76	<LOD	35.94	18.91	<LOD	<LOD	<LOD	15.44	<LOD	<LOD	<LOD	639.39	1498.34	<LOD	9726.34	<LOD	14.21	5.12	67.37	<LOD	56.38	12305.64	7565.75	800.43	513.76	399.80	418.39	1816.02	135.57	104.44	66.48	<LOD	<LOD	928157.88	9.25	2.40	<LOD	<LOD	<LOD	<LOD	<LOD	2407.59	20528.87	9785.56	<LOD	488.39	238.24
432	22/11/2019	14:37:00	120.67	apa2001-088.90-2	D	APA2001	<LOD	157.23	29.51	<LOD	33.36	15.92	28.89	<LOD	<LOD	<LOD	<LOD	<LOD	1792.31	657.31	1510.97	357.96	9704.39	<LOD	15.54	5.27	58.18	2.11	51.74	12875.09	7092.45	766.99	375.10	293.78	304.51	1784.89	168.40	106.94	58.56	31.27	<LOD	927836.13	8.44	2.58	<LOD	<LOD	<LOD	<LOD	<LOD	2768.40	20654.94	9671.81	<LOD	492.80	248.48
433	22/11/2019	14:49:00	121.14	apa2001-090.97-1	S	APA2001	<LOD	155.20	31.15	<LOD	36.89	15.04	18.60	<LOD	<LOD	17.38	<LOD	<LOD	2097.51	<LOD	1510.14	<LOD	8646.88	<LOD	14.60	3.82	39.01	1.41	<LOD	14194.38	7324.32	591.86	362.15	<LOD	264.10	1684.96	143.47	87.82	49.71	<LOD	<LOD	923077.75	<LOD	1.68	<LOD	<LOD	<LOD	<LOD	<LOD	3083.61	25124.87	10164.91	<LOD	387.68	170.97
434	22/11/2019	14:52:00	121.31	apa2001-090.97-2	D	APA2001	<LOD	116.25	30.16	<LOD	38.43	<LOD	32.09	<LOD	<LOD	<LOD	<LOD	<LOD	1607.55	605.25	1246.39	<LOD	7259.82	<LOD	14.74	3.81	49.61	2.43	<LOD	10484.08	5130.45	360.29	273.89	<LOD	187.35	1951.33	185.68	121.04	69.82	22.52	<LOD	945123.00	8.66	1.80	<LOD	<LOD	<LOD	<LOD	<LOD	2120.00	16288.90	7440.13	<LOD	548.28	292.10
436	22/11/2019	15:04:00	120.77	apa2001-091.72-1	S	APA2001	<LOD	116.28	21.71	<LOD	24.95	<LOD	22.26	<LOD	<LOD	<LOD	<LOD	<LOD	2071.69	719.35	1418.05	317.89	13911.95	<LOD	14.66	4.88	58.80	2.65	30.82	11538.53	7791.64	594.06	364.12	246.49	304.99	1344.19	171.57	81.73	40.96	18.24	<LOD	920780.88	9.47	1.56	<LOD	<LOD	<LOD	<LOD	<LOD	2760.00	24960.00	9465.97	<LOD	411.94	180.88
437	22/11/2019	15:06:00	120.84	apa2001-091.72-2	D	APA2001	<LOD	109.24	18.43	<LOD	26.20	<LOD	38.59	<LOD	<LOD	<LOD	<LOD	<LOD	1725.59	683.99	1513.41	349.63	13377.58	<LOD	14.29	4.49	46.63	2.90	67.75	11253.50	8690.22	769.55	355.66	293.03	283.84	1303.91	184.41	114.56	62.57	<LOD	<LOD	923735.69	6.96	1.54	<LOD	<LOD	<LOD	<LOD	<LOD	2613.13	21642.23	9390.86	<LOD	421.67	225.75
440	22/11/2019	15:16:00	121.5	apa2001-093.06-1	S	APA2001	<LOD	149.91	27.57	<LOD	36.73	<LOD	30.59	<LOD	<LOD	<LOD	<LOD	<LOD	1349.05	486.20	856.07	<LOD	13136.76	<LOD	14.17	6.61	117.16	2.47	821.28	11700.63	4164.46	565.19	377.64	302.65	351.25	1509.29	153.31	108.35	50.97	19.59	<LOD	930563.81	7.58	2.18	<LOD	<LOD	<LOD	<LOD	<LOD	1632.65	26700.71	5719.11	<LOD	388.33	182.41
441	22/11/2019	15:19:00	122.25	apa2001-093.06-2	D	APA2001	<LOD	133.83	22.11	<LOD	35.10	<LOD	19.64	<LOD	<LOD	<LOD	<LOD	<LOD	1669.87	570.31	1274.64	<LOD	9358.25	<LOD	13.59	4.39	61.62	1.78	<LOD	12497.36	5623.68	474.31	277.17	247.28	270.98	1835.18	162.15	138.26	64.16	<LOD	<LOD	932596.88	7.91	2.03	<LOD	<LOD	<LOD	<LOD	<LOD	2279.46	21790.21	8673.88	<LOD	530.38	245.59
442	22/11/2019	15:23:00	121.87	apa2001-094.50-1	S	APA2001	<LOD	76.61	12.36	<LOD	10.77	<LOD	21.88	<LOD	<LOD	<LOD	<LOD	<LOD	1896.33	722.44	1405.70	<LOD	17827.57	<LOD	15.83	3.72	35.19	1.56	1273.59	684.68	6993.70	505.60	<LOD	<LOD	<LOD	1029.72	178.09	158.05	99.03	<LOD	<LOD	926461.88	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2204.24	22029.24	9356.16	<LOD	502.78	312.94
443	22/11/2019	15:26:00	122.29	apa2001-094.50-2	D	APA2001	<LOD	69.15	14.72	<LOD	12.08	<LOD	19.19	<LOD	<LOD	<LOD	<LOD	<LOD	1878.80	640.58	1394.56	331.34	14984.86	<LOD	16.88	4.53	21.11	1.92	1615.04	719.71	6517.10	474.24	358.21	206.64	245.65	1341.33	206.49	160.69	62.08	24.27	<LOD	935075.50	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1561.99	18361.23	7928.78	<LOD	481.32	277.95
446	22/11/2019	15:39:00	120.63	apa2001-095.64-1	S	APA2001	<LOD	57.75	21.41	<LOD	29.20	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2026.33	757.51	1576.14	<LOD	15986.53	<LOD	15.74	4.35	47.23	2.75	<LOD	13097.15	6552.93	610.27	347.71	<LOD	268.94	1485.92	161.69	127.89	67.96	<LOD	<LOD	919435.13	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2845.45	24183.29	10297.27	<LOD	472.45	228.45
447	22/11/2019	15:42:00	120.02	apa2001-095.64-2	D	APA2001	<LOD	57.22	17.28	<LOD	26.46	<LOD	16.64	<LOD	<LOD	<LOD	<LOD	<LOD	1688.31	663.75	1574.02	<LOD	13862.92	<LOD	13.83	4.27	28.09	2.73	<LOD	12398.36	6177.02	464.01	425.58	<LOD	272.91	1667.11	192.47	106.73	74.12	30.48	<LOD	927572.38	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2704.46	20843.20	9245.03	<LOD	587.46	293.38
448	22/11/2019	15:47:00	121.64	apa2001-096.04-1	S	APA2001	<LOD	74.98	24.51	1.78	26.93	<LOD	20.26	<LOD	<LOD	18.45	<LOD	<LOD	2168.33	826.08	1630.30	359.14	23955.26	<LOD	15.30	4.15	57.87	2.06	1509.99	13404.68	6861.87	769.63	471.53	430.71	301.21	1890.23	239.59	139.97	69.84	<LOD	<LOD	905167.69	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2705.23	28038.99	10445.65	<LOD	613.79	310.97
449	22/11/2019	15:50:00	120.74	apa2001-096.04-2	D	APA2001	<LOD	75.54	25.37	<LOD	27.23	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2074.25	783.87	1778.52	339.95	22014.29	<LOD	14.57	5.77	67.76	2.41	<LOD	13296.23	6581.12	1050.65	591.73	338.99	383.07	1802.78	235.27	121.04	58.40	31.54	<LOD	914596.94	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	3011.55	20759.06	10201.25	<LOD	566.58	239.58
452	22/11/2019	16:03:00	122.12	apa2001-097.60-1	S	APA2001	<LOD	47.61	33.71	<LOD	17.92	<LOD	19.33	<LOD	<LOD	<LOD	<LOD	<LOD	1391.65	528.87	1229.53	<LOD	14382.83	<LOD	13.51	4.13	39.85	3.23	145.80	10482.80	4891.30	634.79	418.60	296.17	202.82	1206.49	170.41	99.10	52.97	15.86	<LOD	920055.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1825.90	31895.70	7776.99	<LOD	425.17	239.52
453	22/11/2019	16:07:00	120	apa2001-097.60-2	D	APA2001	<LOD	69.36	28.64	<LOD	28.55	<LOD	18.81	<LOD	<LOD	21.48	<LOD	<LOD	1772.33	682.45	1392.91	<LOD	15478.12	<LOD	13.82	3.83	38.86	2.80	1522.82	12725.91	6133.20	816.41	482.68	<LOD	399.82	1499.78	151.84	80.80	67.47	18.24	<LOD	922238.31	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2534.55	23296.98	9090.26	<LOD	463.74	198.89
450	22/11/2019	15:56:00	122.76	apa2001-097.85-1	S	APA2001	<LOD	62.60	20.53	<LOD	29.62	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1941.52	720.66	1536.75	384.17	14353.42	<LOD	13.56	4.93	32.94	2.72	<LOD	11501.89	5275.55	604.26	460.41	<LOD	245.31	1681.24	202.75	123.50	73.42	<LOD	<LOD	931926.38	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2453.22	18156.01	8503.19	<LOD	530.83	252.77
451	22/11/2019	16:00:00	121.59	apa2001-097.85-2	D	APA2001	<LOD	73.51	25.05	<LOD	35.21	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2162.93	700.46	1900.15	395.42	15975.00	<LOD	14.88	5.22	39.32	2.28	<LOD	14742.47	6934.30	899.17	590.39	419.48	436.32	1915.15	201.06	100.11	61.18	26.50	<LOD	919406.00	<LOD	1.80	<LOD	<LOD	<LOD	<LOD	<LOD	2841.11	19945.65	10174.13	<LOD	539.22	233.27
454	22/11/2019	16:11:00	121.94	apa2001-099.27-1	S	APA2001	<LOD	93.98	31.26	<LOD	34.13	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2168.16	732.81	1803.80	479.58	21445.25	<LOD	16.48	4.99	67.33	2.81	1332.04	14237.81	7244.33	1068.27	567.87	336.24	245.66	2268.54	251.57	163.17	91.21	29.95	<LOD	913548.88	7.71	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2914.54	19868.68	10824.50	<LOD	672.44	317.30
455	22/11/2019	16:14:00	122.53	apa2001-099.27-2	D	APA2001	<LOD	95.23	33.57	<LOD	36.56	<LOD	22.95	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	792.53	1773.46	<LOD	20533.66	<LOD	15.91	5.36	54.92	2.62	1541.57	14422.26	7153.42	709.17	461.82	359.67	<LOD	2137.17	272.49	144.95	100.81	34.35	<LOD	916007.94	7.37	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	3162.10	18691.76	10541.17	<LOD	688.75	353.85
456	22/11/2019	16:18:00	122.73	apa2001-099.97-1	S	APA2001	<LOD	64.38	23.67	2.44	29.43	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2005.21	728.33	1745.76	<LOD	17022.27	<LOD	13.51	3.87	28.82	3.29	1319.01	12917.87	6429.38	856.03	466.01	274.07	313.76	1673.72	220.39	131.63	68.09	<LOD	<LOD	920579.44	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2671.31	21491.54	9938.00	<LOD	503.52	249.48
457	22/11/2019	16:21:00	122.77	apa2001-099.97-2	D	APA2001	<LOD	66.48	20.37	1.81	34.59	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2029.18	686.37	1593.88	<LOD	16920.92	<LOD	14.69	5.64	38.44	2.49	1362.12	14042.87	6438.30	863.99	361.77	393.95	313.89	1856.65	225.36	153.07	68.69	31.61	<LOD	920611.81	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2877.80	20538.93	9731.50	<LOD	596.18	274.14
465	22/11/2019	16:50:00	122.41	apa2001-100.90-1	S	APA2001	<LOD	62.73	19.48	<LOD	28.61	<LOD	<LOD	<LOD	<LOD	21.37	<LOD	<LOD	2102.93	728.21	1653.25	<LOD	15116.38	<LOD	14.01	4.18	33.90	1.63	<LOD	10949.89	5780.69	603.70	338.63	<LOD	196.47	1645.91	154.90	90.35	51.30	25.01	<LOD	928484.50	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2258.92	21294.52	8637.28	<LOD	484.93	244.89
466	22/11/2019	16:52:00	121.83	apa2001-100.90-2	D	APA2001	<LOD	81.90	25.33	<LOD	38.23	<LOD	33.58	<LOD	<LOD	<LOD	<LOD	<LOD	1934.52	791.34	1801.33	<LOD	16667.24	<LOD	15.34	5.95	40.51	3.24	<LOD	13531.90	6271.10	503.68	513.16	292.82	275.87	1874.40	229.31	141.89	57.67	<LOD	<LOD	925106.44	<LOD	1.63	<LOD	<LOD	<LOD	<LOD	<LOD	2387.25	18514.03	8994.27	<LOD	462.32	253.47
459	22/11/2019	16:29:00	122.31	apa2001-102.06-1	S	APA2001	<LOD	70.52	30.69	<LOD	31.68	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2170.47	734.33	1710.53	409.99	19172.75	<LOD	16.07	5.32	56.77	2.75	<LOD	13077.80	7105.92	607.36	368.27	250.41	<LOD	1787.58	202.46	125.28	81.84	34.85	<LOD	908200.81	6.67	1.53	<LOD	<LOD	<LOD	<LOD	<LOD	2772.15	30668.60	10343.46	<LOD	548.71	283.22
460	22/11/2019	16:31:00	122.25	apa2001-102.06-2	D	APA2001	<LOD	32.70	13.87	<LOD	15.99	<LOD	18.83	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	517.51	1300.87	<LOD	9458.66	<LOD	14.04	3.99	34.84	1.94	<LOD	12015.83	5821.53	<LOD	295.32	<LOD	<LOD	1397.18	226.77	145.92	75.61	26.88	<LOD	934704.00	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1314.37	22762.76	8347.50	<LOD	538.12	328.22
461	22/11/2019	16:35:00	120.47	apa2001-102.80-1	S	APA2001	<LOD	182.24	33.63	1.84	45.99	16.97	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2058.16	722.84	1788.09	355.25	22228.34	<LOD	17.94	6.96	39.49	1.87	1296.72	11213.82	13018.11	711.42	551.68	347.41	352.99	2054.31	237.12	136.40	87.46	30.30	<LOD	911579.44	8.73	8.81	<LOD	<LOD	<LOD	<LOD	<LOD	2473.02	20089.67	10025.34	<LOD	698.89	321.81
462	22/11/2019	16:40:00	120.94	apa2001-102.80-2	D	APA2001	<LOD	191.74	32.27	<LOD	36.71	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1962.32	748.21	1620.00	547.74	25959.80	<LOD	18.00	9.21	66.67	2.78	<LOD	10497.01	5834.61	562.58	449.49	211.81	342.61	1888.35	235.70	132.10	79.06	<LOD	<LOD	919037.94	9.48	3.61	<LOD	<LOD	<LOD	<LOD	<LOD	2359.51	19084.61	8502.39	<LOD	566.61	275.11
463	22/11/2019	16:43:00	121.94	apa2001-103.97-1	S	APA2001	<LOD	34.82	10.47	<LOD	13.28	<LOD	13.69	<LOD	<LOD	<LOD	<LOD	<LOD	1615.70	575.22	1207.44	<LOD	9456.68	<LOD	12.03	4.19	21.83	2.61	<LOD	677.97	6128.61	1006.32	515.29	324.37	418.00	1435.10	184.70	144.62	86.28	27.99	<LOD	931356.19	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2496.27	26604.05	8720.08	<LOD	542.28	246.92
464	22/11/2019	16:46:00	122.55	apa2001-103.97-2	D	APA2001	<LOD	35.21	12.80	<LOD	15.47	<LOD	16.33	<LOD	<LOD	<LOD	<LOD	<LOD	1645.43	589.28	1275.45	<LOD	7894.23	<LOD	12.30	3.62	24.34	2.12	1060.55	729.96	6035.11	701.93	479.83	241.50	310.95	1189.28	189.86	128.02	68.64	19.87	<LOD	936247.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2020.13	24229.19	8451.90	<LOD	487.39	252.19
541	28/11/2019	15:03:00	120.54	apa2001-105.88-1	S	APA2001	<LOD	16.87	8.64	<LOD	4.10	<LOD	17.69	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	608.64	1138.64	<LOD	5910.95	<LOD	13.18	2.23	6.61	2.27	85.92	629.16	6960.44	535.73	337.77	269.62	211.55	1011.24	185.79	141.45	78.45	18.54	<LOD	932351.69	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2194.68	29395.67	9005.45	<LOD	490.88	256.24
542	28/11/2019	15:06:00	121.79	apa2001-105.88-2	D	APA2001	<LOD	18.83	6.29	<LOD	5.13	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1966.15	687.69	1609.48	<LOD	4496.00	<LOD	12.53	3.50	5.75	2.80	37.10	608.47	7105.05	532.68	438.20	<LOD	231.80	1051.00	169.97	134.13	90.08	<LOD	<LOD	934855.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2305.78	26322.36	9767.25	<LOD	523.26	249.23
543	28/11/2019	15:14:00	120.07	apa2001-106.90-1	S	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1.59	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	514.23	283.37
544	28/11/2019	15:18:00	121.52	apa2001-106.90-2	D	APA2001	<LOD	72.33	21.50	<LOD	30.33	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1837.80	834.20	1775.18	367.32	17086.02	<LOD	17.36	7.34	26.96	2.29	1431.94	12039.07	8035.04	908.64	577.24	<LOD	444.03	1653.97	216.21	144.06	61.35	23.20	<LOD	912088.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	3366.51	27893.36	10484.46	<LOD	605.27	280.71
547	28/11/2019	15:32:00	122.36	apa2001-107.31-1	S	APA2001	<LOD	70.04	20.06	<LOD	32.47	<LOD	<LOD	<LOD	<LOD	19.22	<LOD	<LOD	2065.29	773.69	1604.40	447.61	18631.90	<LOD	15.40	3.00	28.74	3.74	<LOD	12304.78	7351.21	403.48	435.31	261.55	229.52	1668.96	196.87	122.80	90.78	24.97	<LOD	912461.88	9.21	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2736.91	27966.19	10176.83	<LOD	505.05	279.42
548	28/11/2019	15:36:00	121.11	apa2001-107.31-2	D	APA2001	<LOD	71.64	20.14	<LOD	32.65	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1928.48	791.26	1700.72	<LOD	20815.15	<LOD	15.18	5.49	28.77	1.90	1189.50	11399.74	10296.89	551.06	397.36	262.54	<LOD	1436.10	170.64	151.48	50.80	23.69	<LOD	911346.75	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2798.42	25838.01	9430.16	<LOD	476.05	244.51
550	28/11/2019	15:43:00	121.28	apa2001-108.90-1	S	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1260.70	445.98	805.50	<LOD	<LOD	<LOD	10.74	2.59	<LOD	3.73	146.03	595.93	4642.77	388.72	349.08	234.96	195.15	851.46	165.34	99.03	63.96	13.99	<LOD	937219.63	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2215.53	36068.80	7353.78	<LOD	455.35	220.36
551	28/11/2019	15:46:00	120.64	apa2001-108.90-2	D	APA2001	<LOD	<LOD	4.30	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	15.06	<LOD	<LOD	1180.95	429.83	860.67	<LOD	<LOD	<LOD	10.04	2.42	<LOD	2.70	<LOD	611.01	4018.10	335.07	239.56	<LOD	<LOD	737.64	164.51	104.06	51.58	<LOD	<LOD	949583.69	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1697.11	29859.34	6037.19	<LOD	377.02	209.38
552	28/11/2019	15:50:00	121.77	apa2001-109.70-1	S	APA2001	<LOD	110.54	25.16	<LOD	42.32	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2249.07	909.83	1875.22	613.40	35801.64	<LOD	16.46	4.45	96.06	1.93	<LOD	16970.32	7883.31	969.09	581.38	319.88	366.31	2453.90	298.56	158.44	84.97	28.04	<LOD	890260.25	13.39	1.77	<LOD	<LOD	<LOD	<LOD	<LOD	3014.58	24375.42	11092.18	<LOD	665.54	335.51
553	28/11/2019	15:52:00	122.31	apa2001-109.70-2	D	APA2001	<LOD	92.73	21.17	<LOD	35.27	<LOD	25.98	<LOD	<LOD	<LOD	<LOD	<LOD	2328.72	919.44	1988.54	656.33	35614.17	<LOD	13.18	6.14	52.04	3.30	1455.87	14988.08	6970.28	595.60	<LOD	348.47	<LOD	2078.98	229.00	135.75	71.00	26.71	<LOD	900967.88	<LOD	1.70	<LOD	<LOD	<LOD	<LOD	<LOD	2925.95	18488.73	10332.92	<LOD	595.22	338.03
554	28/11/2019	15:56:00	121.61	apa2001-110.28-1	S	APA2001	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	1312.45	476.98	1029.14	<LOD	<LOD	<LOD	11.16	2.18	<LOD	2.21	<LOD	588.74	5192.10	373.86	281.48	167.26	<LOD	805.85	183.94	100.48	57.38	<LOD	<LOD	948921.44	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2013.74	26026.62	7022.51	<LOD	404.44	234.02
555	28/11/2019	15:59:00	122.02	apa2001-110.28-2	D	APA2001	<LOD	<LOD	7.09	<LOD	<LOD	<LOD	13.19	<LOD	<LOD	<LOD	<LOD	<LOD	1335.71	495.40	938.96	<LOD	<LOD	<LOD	10.41	3.52	<LOD	2.98	<LOD	625.50	5077.95	<LOD	342.57	182.77	227.56	921.45	182.67	117.72	63.07	18.02	<LOD	945401.31	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	2151.68	27651.32	7676.39	<LOD	505.34	276.87
558	28/11/2019	16:34:00	120.99	apa2001-112.12-1	S	APA2001	<LOD	76.35	20.44	<LOD	35.86	<LOD	21.17	<LOD	<LOD	16.75	<LOD	<LOD	1977.19	732.23	1601.13	<LOD	13821.59	<LOD	14.64	3.53	28.02	2.02	<LOD	12555.71	6524.56	461.33	329.96	<LOD	264.93	1783.70	225.68	131.76	99.76	<LOD	<LOD	923717.56	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	3075.58	22800.13	9922.40	<LOD	578.35	330.56
559	28/11/2019	16:37:00	122.42	apa2001-112.12-2	D	APA2001	<LOD	76.18	19.79	<LOD	33.80	15.76	17.97	<LOD	<LOD	<LOD	<LOD	<LOD	1914.77	752.55	1604.97	<LOD	15326.46	<LOD	13.56	4.14	39.83	2.64	1324.86	13402.36	6797.03	681.65	550.44	363.89	243.48	1674.43	216.85	163.00	73.45	22.16	<LOD	900801.38	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	<LOD	3060.08	42582.52	9564.78	<LOD	645.97	331.95
